lru-config2,lime-config2,lime_10ts-config2,lime_14ts-config2,lime_18ts-config2,lime_22ts-config2,lime_26ts-config2,lime_30ts-config2,lime_4ts-config2,lime_ht_16-config2,lime_ht_160-config2,lime_ht_192-config2,lime_ht_32-config2,lime_ht_64-config2,lime_ht_96-config2,lime_pat30-config2,lime_pc10-config2,lime_pc12-config2,lime_pc14-config2,lime_pc18-config2,lime_pc20-config2,lime_pc22-config2,multp-config2,red-config2,red_1_52-config2,red_259-config2,red_268-config2,red_2_60-config2,red_4_66-config2,red_5_69-config2,red_ad-config2,red_ah-config2,red_aq-config2,red_aqp-config2,red_ld-config2,red_lh-config2,red_lq-config2,red_lqp-config2,red_sw3-config2,red_sw4-config2,red_sw5-config2,ship_pp-config2
cactusADM_1495B,3453.0,3761.0,3761.0,3761.0,3761.0,3761.0,3761.0,3761.0,3761.0,3794.0,3761.0,3761.0,3760.0,3761.0,3761.0,3761.0,3761.0,3761.0,3761.0,3761.0,3761.0,3761.0,3503.0,3466.0,3447.0,3468.0,3486.0,3447.0,3480.0,3481.0,3470.0,3520.0,3463.0,3470.0,3470.0,3493.0,3489.0,3470.0,3468.0,3469.0,3470.0,3392.0
astar_23B,15541.0,18295.0,18013.0,18307.0,18052.0,18048.0,18364.0,18055.0,19645.0,19152.0,17891.0,17981.0,18454.0,18299.0,18449.0,18295.0,18295.0,18295.0,18295.0,18295.0,18295.0,18295.0,15459.0,15875.0,15875.0,15875.0,15875.0,15875.0,15875.0,15875.0,15875.0,16610.0,18930.0,15875.0,15875.0,16510.0,16994.0,15875.0,15875.0,15875.0,15875.0,15356.0
soplex_205B,175353.0,180976.0,179113.0,181370.0,180822.0,180451.0,180390.0,181129.0,182410.0,177444.0,180403.0,180494.0,177390.0,179958.0,180593.0,181062.0,181062.0,180995.0,180976.0,180976.0,180976.0,180976.0,184267.0,168556.0,168689.0,169087.0,171670.0,168677.0,169090.0,169415.0,171868.0,167693.0,170705.0,169692.0,171219.0,168315.0,171207.0,169692.0,169922.0,170770.0,170439.0,170575.0
libquantum_964B,69053.0,69054.0,69054.0,69054.0,69056.0,69054.0,69054.0,69054.0,69054.0,69058.0,69054.0,69054.0,69057.0,69057.0,69054.0,69054.0,69054.0,69054.0,69054.0,69054.0,69054.0,69054.0,69060.0,69058.0,69058.0,69058.0,69057.0,69058.0,69059.0,69062.0,69055.0,69060.0,69056.0,69059.0,69055.0,69058.0,69057.0,69058.0,69057.0,69057.0,69057.0,69053.0
lbm_564B,35855.0,37804.0,37707.0,37723.0,37726.0,37710.0,37705.0,37716.0,37618.0,37547.0,37872.0,37852.0,37387.0,37424.0,37683.0,37804.0,37804.0,37804.0,37804.0,37804.0,37804.0,37804.0,37098.0,36514.0,36864.0,36145.0,36319.0,36794.0,37061.0,37067.0,36009.0,36739.0,37015.0,35840.0,36052.0,36832.0,37015.0,35848.0,35869.0,35887.0,35863.0,35822.0
soplex_66B,127578.0,118323.0,113728.0,114458.0,118834.0,115212.0,115776.0,118281.0,113464.0,111862.0,118243.0,118243.0,109465.0,112485.0,116730.0,118633.0,118633.0,118654.0,118323.0,118323.0,118323.0,118323.0,133785.0,122768.0,122284.0,125023.0,124570.0,122274.0,122679.0,122867.0,123190.0,120476.0,125806.0,125784.0,122190.0,120322.0,125757.0,125762.0,125181.0,127559.0,125627.0,113796.0
mcf_158B,388351.0,380261.0,378084.0,380295.0,377822.0,380904.0,379007.0,377163.0,384282.0,364937.0,381362.0,382521.0,375128.0,378260.0,379090.0,380001.0,380001.0,380261.0,380261.0,380261.0,380261.0,380261.0,350564.0,385832.0,424382.0,372279.0,372218.0,425564.0,420522.0,421306.0,381629.0,441107.0,496257.0,378815.0,383789.0,418961.0,483966.0,378883.0,372203.0,372203.0,372206.0,247177.0
GemsFDTD_712B,22018.0,18340.0,18955.0,18915.0,18260.0,18560.0,18736.0,18612.0,19036.0,19615.0,18344.0,18386.0,18259.0,18294.0,18324.0,18340.0,18340.0,18340.0,18340.0,18340.0,18340.0,18340.0,22343.0,19453.0,19471.0,20733.0,21227.0,19424.0,19468.0,19447.0,20142.0,21485.0,21420.0,21962.0,19884.0,21195.0,21301.0,20820.0,21963.0,21818.0,21963.0,17226.0
wrf_1212B,1550.0,1611.0,1611.0,1611.0,1611.0,1611.0,1611.0,1611.0,1611.0,1611.0,1611.0,1611.0,1611.0,1611.0,1611.0,1611.0,1611.0,1611.0,1611.0,1611.0,1611.0,1611.0,1774.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1551.0
wrf_1650B,209.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,211.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0
