lru-config2,lime-config2,lime_10ts-config2,lime_14ts-config2,lime_18ts-config2,lime_22ts-config2,lime_26ts-config2,lime_30ts-config2,lime_4ts-config2,lime_ht_16-config2,lime_ht_160-config2,lime_ht_192-config2,lime_ht_32-config2,lime_ht_64-config2,lime_ht_96-config2,lime_pat30-config2,lime_pc10-config2,lime_pc12-config2,lime_pc14-config2,lime_pc18-config2,lime_pc20-config2,lime_pc22-config2,multp-config2,red-config2,red_1_52-config2,red_259-config2,red_268-config2,red_2_60-config2,red_4_66-config2,red_5_69-config2,red_ad-config2,red_ah-config2,red_aq-config2,red_aqp-config2,red_ld-config2,red_lh-config2,red_lq-config2,red_lqp-config2,red_sw3-config2,red_sw4-config2,red_sw5-config2,ship_pp-config2
soplex_217B,106331.0,109092.0,111795.0,107656.0,109241.0,112541.0,106102.0,106762.0,112830.0,119654.0,108796.0,109239.0,123752.0,119521.0,108684.0,108636.0,108636.0,108576.0,108672.0,109092.0,109092.0,109092.0,105229.0,135150.0,134785.0,123105.0,122769.0,135668.0,136240.0,134477.0,125261.0,125851.0,110604.0,122598.0,123881.0,129147.0,114448.0,122563.0,126209.0,118681.0,122910.0,140658.0
milc_409B,4661.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,9735.0,1714.0,1714.0,2070.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,1714.0,61.0,1695.0,1660.0,1695.0,1695.0,1689.0,1612.0,1635.0,2852.0,2490.0,9870.0,4513.0,2584.0,1730.0,6315.0,4045.0,4513.0,4513.0,4513.0,5302.0
calculix_2670B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sphinx3_2520B,13852.0,8623.0,8667.0,8668.0,8637.0,8667.0,8668.0,8668.0,8668.0,7932.0,8623.0,8623.0,8548.0,8623.0,8623.0,8620.0,8620.0,8623.0,8623.0,8623.0,8623.0,8623.0,40953.0,14648.0,14648.0,14648.0,14648.0,14648.0,14648.0,14648.0,14648.0,50841.0,48827.0,14648.0,14648.0,51016.0,50852.0,14648.0,14648.0,14648.0,14648.0,44908.0
GemsFDTD_109B,123.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,5.0,10.0,10.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2148.0,10257.0,6402.0,10172.0,3843.0,7545.0,12635.0,13240.0,14826.0,5647.0,4378.0,266.0,17400.0,5814.0,4725.0,462.0,267.0,266.0,329.0,8910.0
bzip2_281B,108603.0,72007.0,72263.0,71744.0,71890.0,72057.0,72518.0,71542.0,73999.0,70146.0,72007.0,72007.0,72343.0,72011.0,72007.0,72004.0,72004.0,72007.0,72007.0,72007.0,72007.0,72007.0,99791.0,110661.0,110661.0,110661.0,110661.0,110661.0,110661.0,110661.0,110661.0,110255.0,109003.0,110661.0,110661.0,110311.0,110125.0,110661.0,110661.0,110661.0,110661.0,106035.0
zeusmp_300B,9481.0,6942.0,6942.0,6942.0,6942.0,6942.0,6942.0,6942.0,6942.0,6942.0,6942.0,6942.0,6942.0,6942.0,6942.0,6942.0,6942.0,6942.0,6942.0,6942.0,6942.0,6942.0,6668.0,9490.0,9490.0,9490.0,9490.0,9490.0,9490.0,9490.0,9490.0,9492.0,8661.0,9490.0,9490.0,9490.0,8730.0,9490.0,9490.0,9490.0,9490.0,8747.0
mcf_250B,597977.0,223267.0,229520.0,209263.0,230154.0,211519.0,244488.0,222395.0,228253.0,245553.0,217073.0,234412.0,259047.0,239305.0,234059.0,222561.0,223236.0,223267.0,223267.0,223267.0,223267.0,223267.0,274148.0,623812.0,630469.0,614704.0,614808.0,634117.0,673763.0,672208.0,624431.0,622822.0,537915.0,618748.0,625329.0,625189.0,543113.0,622245.0,614794.0,614796.0,614796.0,304997.0
bzip2_259B,930.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,45.0,930.0,930.0,930.0,930.0,930.0,930.0,930.0,930.0,930.0,147.0,930.0,930.0,930.0,930.0,930.0,930.0,930.0,930.0,930.0
leslie3d_1116B,834.0,665.0,663.0,663.0,663.0,664.0,663.0,664.0,663.0,455.0,665.0,665.0,635.0,661.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,665.0,9756.0,18773.0,22566.0,2165.0,3951.0,19671.0,18675.0,18327.0,1505.0,22594.0,18600.0,1513.0,1853.0,23230.0,20894.0,1513.0,1537.0,1539.0,1507.0,22722.0
