lru-config2,lime-config2,lime_10ts-config2,lime_14ts-config2,lime_18ts-config2,lime_22ts-config2,lime_26ts-config2,lime_30ts-config2,lime_4ts-config2,lime_ht_16-config2,lime_ht_160-config2,lime_ht_192-config2,lime_ht_32-config2,lime_ht_64-config2,lime_ht_96-config2,lime_pat30-config2,lime_pc10-config2,lime_pc12-config2,lime_pc14-config2,lime_pc18-config2,lime_pc20-config2,lime_pc22-config2,multp-config2,red-config2,red_1_52-config2,red_259-config2,red_268-config2,red_2_60-config2,red_4_66-config2,red_5_69-config2,red_ad-config2,red_ah-config2,red_aq-config2,red_aqp-config2,red_ld-config2,red_lh-config2,red_lq-config2,red_lqp-config2,red_sw3-config2,red_sw4-config2,red_sw5-config2,ship_pp-config2
leslie3d_1116B,26532.0,26550.0,26550.0,26550.0,26550.0,26550.0,26550.0,26550.0,26550.0,6841.0,26550.0,26550.0,12046.0,21668.0,26550.0,26550.0,26550.0,26550.0,26550.0,26550.0,26550.0,26550.0,287.0,10914.0,9963.0,26292.0,11598.0,10545.0,11047.0,11507.0,26555.0,4838.0,1774.0,26555.0,23009.0,5047.0,2193.0,26555.0,26554.0,26556.0,26555.0,5909.0
cactusADM_1495B,31595.0,31615.0,31615.0,31615.0,31615.0,31615.0,31615.0,31615.0,31615.0,27414.0,31615.0,31615.0,31247.0,31615.0,31615.0,31615.0,31615.0,31615.0,31615.0,31615.0,31615.0,31615.0,2356.0,30857.0,30785.0,31242.0,31556.0,30815.0,30988.0,30900.0,31590.0,26569.0,18796.0,31590.0,31590.0,27976.0,19893.0,31590.0,31591.0,31554.0,31589.0,21588.0
astar_23B,77976.0,72137.0,72128.0,72023.0,72075.0,72089.0,71857.0,72049.0,72092.0,70833.0,72139.0,72142.0,71641.0,71946.0,71991.0,72137.0,72137.0,72137.0,72137.0,72137.0,72137.0,72137.0,77562.0,77722.0,77722.0,77722.0,77722.0,77722.0,77722.0,77722.0,77722.0,76315.0,72759.0,77722.0,77722.0,76847.0,74989.0,77722.0,77722.0,77722.0,77722.0,76831.0
soplex_205B,216629.0,162356.0,162641.0,163457.0,164581.0,163935.0,164206.0,161543.0,170565.0,156044.0,163124.0,163577.0,160631.0,173021.0,163525.0,162671.0,162671.0,162526.0,162356.0,162356.0,162356.0,162356.0,115180.0,178134.0,165885.0,200341.0,215579.0,168311.0,175366.0,174500.0,200399.0,150172.0,117093.0,216445.0,191591.0,151043.0,125880.0,216445.0,211835.0,187583.0,207005.0,142480.0
libquantum_964B,17890.0,3634.0,4036.0,4036.0,2369.0,4036.0,4036.0,4036.0,4036.0,5.0,4036.0,4036.0,5.0,5.0,1106.0,3634.0,3634.0,3634.0,3634.0,3634.0,3634.0,3634.0,156.0,90.0,100.0,90.0,17890.0,94.0,89.0,75.0,226.0,14.0,21.0,512.0,108.0,43.0,71.0,127.0,17890.0,17890.0,17890.0,1083.0
lbm_564B,227140.0,169134.0,161908.0,163939.0,161187.0,162690.0,156224.0,161483.0,164873.0,38917.0,180810.0,182196.0,67192.0,142682.0,154581.0,169134.0,169134.0,169134.0,169134.0,169134.0,169134.0,169134.0,40519.0,66559.0,63355.0,167965.0,117064.0,66041.0,70389.0,72119.0,195307.0,41446.0,29104.0,227140.0,190515.0,43585.0,31858.0,216925.0,214698.0,220106.0,226285.0,94286.0
soplex_66B,166594.0,128375.0,139745.0,137456.0,129416.0,138754.0,134690.0,128796.0,140968.0,136568.0,128605.0,128605.0,131460.0,140915.0,131724.0,127495.0,127495.0,127612.0,128375.0,128375.0,128375.0,128375.0,84146.0,142749.0,140567.0,165075.0,166185.0,141832.0,141847.0,140180.0,154646.0,123273.0,85033.0,166516.0,154507.0,126673.0,94747.0,166506.0,165047.0,141050.0,155173.0,141964.0
mcf_158B,79545.0,71638.0,72219.0,71774.0,72240.0,72252.0,71917.0,72122.0,72307.0,50993.0,71597.0,71597.0,51748.0,65352.0,72040.0,71635.0,71635.0,71638.0,71638.0,71638.0,71638.0,71638.0,55019.0,52958.0,50524.0,79506.0,79289.0,53133.0,59780.0,51329.0,76863.0,43567.0,37353.0,79465.0,75704.0,43924.0,37621.0,79462.0,79509.0,79509.0,79503.0,67191.0
GemsFDTD_712B,143638.0,5425.0,7764.0,7758.0,6354.0,7769.0,7771.0,7765.0,7763.0,2615.0,6443.0,7638.0,3014.0,3687.0,4549.0,5425.0,5425.0,5425.0,5425.0,5425.0,5425.0,5425.0,43.0,22173.0,18921.0,65181.0,140472.0,20840.0,22676.0,22564.0,57903.0,6036.0,1197.0,143477.0,46684.0,8536.0,1272.0,97791.0,143628.0,143622.0,143628.0,10330.0
wrf_1212B,3247.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,611.0,2618.0,3247.0,3247.0,3247.0,3247.0,3247.0,3247.0,3247.0,3247.0,3247.0,3247.0,3247.0,3247.0,3247.0,3247.0,3247.0,3247.0,3247.0,3247.0,3246.0
wrf_1650B,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,8.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0,3585.0
GemsFDTD_716B,77833.0,63874.0,63773.0,63807.0,64087.0,63901.0,63845.0,63861.0,63756.0,64901.0,63874.0,63874.0,64906.0,64587.0,64042.0,63869.0,63869.0,63874.0,63874.0,63874.0,63874.0,63874.0,54710.0,79342.0,79341.0,79344.0,79340.0,79342.0,79337.0,79341.0,79340.0,79247.0,79155.0,79340.0,79339.0,79235.0,79234.0,79340.0,79337.0,79336.0,79343.0,77723.0
gcc_39B,187.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,20.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0
perlbench_135B,15454.0,13387.0,13389.0,13387.0,13387.0,13389.0,13387.0,13389.0,13387.0,13386.0,13387.0,13387.0,13386.0,13387.0,13387.0,13387.0,13387.0,13387.0,13387.0,13387.0,13387.0,13387.0,13124.0,15424.0,15424.0,15424.0,15424.0,15424.0,15424.0,15424.0,15424.0,15424.0,15425.0,15424.0,15424.0,15424.0,15416.0,15424.0,15424.0,15424.0,15424.0,15144.0
sphinx3_1339B,13749.0,13586.0,13592.0,13592.0,13592.0,13592.0,13592.0,13592.0,13592.0,13591.0,13586.0,13586.0,13592.0,13584.0,13586.0,13585.0,13585.0,13586.0,13586.0,13586.0,13586.0,13586.0,4150.0,13696.0,13749.0,13698.0,13751.0,13696.0,13694.0,13694.0,13752.0,13493.0,13454.0,13752.0,13752.0,13467.0,13552.0,13752.0,13752.0,13752.0,13752.0,13327.0
astar_313B,485715.0,299565.0,303197.0,299159.0,298620.0,299150.0,299356.0,301027.0,294967.0,203017.0,296616.0,295099.0,259220.0,303188.0,301968.0,299291.0,299291.0,299565.0,299565.0,299565.0,299565.0,299565.0,214946.0,131549.0,142536.0,201745.0,131549.0,147885.0,133820.0,141707.0,485702.0,120975.0,105231.0,485703.0,485694.0,137634.0,122180.0,485703.0,485676.0,163729.0,485700.0,238702.0
cactusADM_1039B,30841.0,30852.0,30852.0,30852.0,30852.0,30852.0,30852.0,30852.0,30852.0,29995.0,30852.0,30852.0,30852.0,30852.0,30852.0,30852.0,30852.0,30852.0,30852.0,30852.0,30852.0,30852.0,2386.0,30829.0,30786.0,30841.0,30841.0,30829.0,30836.0,30836.0,30841.0,26464.0,18252.0,30841.0,30841.0,29960.0,19317.0,30841.0,30841.0,30841.0,30841.0,21997.0
sphinx3_883B,13244.0,12534.0,12536.0,12536.0,12536.0,12536.0,12536.0,12536.0,12536.0,12539.0,12534.0,12534.0,12543.0,12534.0,12534.0,12534.0,12534.0,12534.0,12534.0,12534.0,12534.0,12534.0,7868.0,11982.0,11978.0,12727.0,11581.0,11980.0,11983.0,11974.0,13254.0,12302.0,13093.0,13254.0,13254.0,12246.0,12696.0,13254.0,13255.0,13253.0,12969.0,11875.0
perlbench_105B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
