lru-config2,lime-config2,lime_10ts-config2,lime_14ts-config2,lime_18ts-config2,lime_22ts-config2,lime_26ts-config2,lime_30ts-config2,lime_4ts-config2,lime_ht_16-config2,lime_ht_160-config2,lime_ht_192-config2,lime_ht_32-config2,lime_ht_64-config2,lime_ht_96-config2,lime_pat30-config2,lime_pc10-config2,lime_pc12-config2,lime_pc14-config2,lime_pc18-config2,lime_pc20-config2,lime_pc22-config2,multp-config2,red-config2,red_1_52-config2,red_259-config2,red_268-config2,red_2_60-config2,red_4_66-config2,red_5_69-config2,red_ad-config2,red_ah-config2,red_aq-config2,red_aqp-config2,red_ld-config2,red_lh-config2,red_lq-config2,red_lqp-config2,red_sw3-config2,red_sw4-config2,red_sw5-config2,ship_pp-config2
leslie3d_1116B,162646.0,162613.0,162712.0,162712.0,162651.0,162717.0,162712.0,162699.0,162714.0,182402.0,162613.0,162613.0,177038.0,167490.0,162613.0,162613.0,162613.0,162613.0,162613.0,162613.0,162613.0,162613.0,179994.0,159955.0,157025.0,161530.0,174352.0,159400.0,159912.0,159805.0,161934.0,162115.0,169256.0,161926.0,165115.0,161253.0,166494.0,161926.0,161902.0,161915.0,161932.0,161061.0
cactusADM_1495B,98717.0,97272.0,97272.0,97272.0,97272.0,97272.0,97272.0,97272.0,97272.0,101397.0,97272.0,97272.0,97639.0,97272.0,97272.0,97272.0,97272.0,97272.0,97272.0,97272.0,97272.0,97272.0,126675.0,99444.0,99483.0,99121.0,98934.0,99453.0,99379.0,99436.0,98891.0,103086.0,108160.0,98891.0,98891.0,101661.0,107715.0,98891.0,98861.0,98835.0,98803.0,106498.0
astar_23B,28386.0,85300.0,85014.0,85397.0,85114.0,85081.0,85984.0,85122.0,86619.0,87879.0,84808.0,84927.0,86148.0,85739.0,85817.0,85300.0,85300.0,85300.0,85300.0,85300.0,85300.0,85300.0,29662.0,28562.0,28562.0,28562.0,28562.0,28562.0,28562.0,28562.0,28562.0,30834.0,37202.0,28562.0,28562.0,30160.0,32748.0,28562.0,28562.0,28562.0,28562.0,31963.0
soplex_205B,497643.0,563035.0,559618.0,563760.0,558457.0,558315.0,559509.0,564500.0,557010.0,564595.0,560961.0,560657.0,557672.0,551181.0,561133.0,562606.0,562606.0,562747.0,563035.0,563035.0,563035.0,563035.0,624871.0,515222.0,528422.0,499912.0,488671.0,525473.0,518782.0,520600.0,506350.0,542835.0,587820.0,485097.0,513869.0,542441.0,580592.0,485097.0,489255.0,514074.0,493531.0,553622.0
libquantum_964B,276781.0,291037.0,290635.0,290635.0,292302.0,290635.0,290635.0,290635.0,290635.0,294666.0,290635.0,290635.0,294666.0,294666.0,293565.0,291037.0,291037.0,291037.0,291037.0,291037.0,291037.0,291037.0,294515.0,294581.0,294571.0,294581.0,276781.0,294577.0,294582.0,294596.0,294445.0,294657.0,294650.0,294159.0,294563.0,294628.0,294600.0,294544.0,276781.0,276781.0,276781.0,293588.0
lbm_564B,295987.0,355597.0,359691.0,356277.0,357444.0,357388.0,362899.0,359786.0,351694.0,463196.0,346051.0,344726.0,429385.0,358813.0,360492.0,355597.0,355597.0,355597.0,355597.0,355597.0,355597.0,355597.0,474348.0,435776.0,439211.0,351736.0,392680.0,436267.0,431259.0,429286.0,325849.0,461031.0,478169.0,295209.0,330385.0,459844.0,473821.0,305154.0,307387.0,302289.0,296072.0,401187.0
soplex_66B,362558.0,388018.0,368523.0,372975.0,386637.0,371820.0,377367.0,388618.0,367261.0,365797.0,387530.0,387530.0,367837.0,363526.0,382415.0,389469.0,389469.0,389336.0,388018.0,388018.0,388018.0,388018.0,466409.0,369618.0,370725.0,355538.0,351290.0,369137.0,370991.0,374013.0,360955.0,381506.0,434456.0,353949.0,358522.0,377666.0,424629.0,353960.0,351677.0,385706.0,362436.0,352837.0
mcf_158B,1245044.0,1580946.0,1576216.0,1581173.0,1577458.0,1581381.0,1578844.0,1574522.0,1579119.0,1582640.0,1583407.0,1585898.0,1590797.0,1576825.0,1578285.0,1580751.0,1580751.0,1580946.0,1580946.0,1580946.0,1580946.0,1580946.0,1531538.0,1244838.0,1281542.0,1215750.0,1215766.0,1277404.0,1226390.0,1236611.0,1216763.0,1352774.0,1460498.0,1215624.0,1219608.0,1306416.0,1445349.0,1215095.0,1215608.0,1215607.0,1215619.0,1391991.0
GemsFDTD_712B,391748.0,530854.0,529156.0,529121.0,529865.0,528742.0,528913.0,528807.0,529245.0,535359.0,529849.0,528690.0,533203.0,532567.0,531719.0,530854.0,530854.0,530854.0,530854.0,530854.0,530854.0,530854.0,538335.0,469874.0,474210.0,449196.0,381694.0,470424.0,469658.0,469728.0,445709.0,525695.0,532548.0,391205.0,453003.0,518046.0,531219.0,417754.0,391054.0,388845.0,391054.0,516551.0
wrf_1212B,9000.0,12095.0,12095.0,12095.0,12095.0,12095.0,12095.0,12095.0,12095.0,12095.0,12095.0,12095.0,12095.0,12095.0,12095.0,12095.0,12095.0,12095.0,12095.0,12095.0,12095.0,12095.0,10079.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,9002.0
wrf_1650B,14874.0,14878.0,14878.0,14878.0,14878.0,14878.0,14878.0,14878.0,14878.0,14878.0,14878.0,14878.0,14878.0,14878.0,14878.0,14878.0,14878.0,14878.0,14878.0,14878.0,14878.0,14878.0,18453.0,14874.0,14874.0,14874.0,14874.0,14874.0,14874.0,14874.0,14874.0,14874.0,14874.0,14874.0,14874.0,14874.0,14874.0,14874.0,14874.0,14874.0,14874.0,14874.0
GemsFDTD_716B,175447.0,296552.0,296672.0,296601.0,296237.0,296478.0,296580.0,296530.0,296701.0,298840.0,296552.0,296552.0,298448.0,297406.0,296741.0,296559.0,296559.0,296552.0,296552.0,296552.0,296552.0,296552.0,309026.0,176078.0,177017.0,175775.0,175478.0,177000.0,177378.0,178095.0,175862.0,176312.0,176359.0,175412.0,176032.0,176095.0,176321.0,175412.0,176965.0,176966.0,177052.0,183288.0
gcc_39B,3680.0,3712.0,3712.0,3712.0,3712.0,3712.0,3712.0,3712.0,3712.0,3712.0,3712.0,3712.0,3712.0,3712.0,3712.0,3712.0,3712.0,3712.0,3712.0,3712.0,3712.0,3712.0,3851.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0
perlbench_135B,21591.0,42187.0,42187.0,42187.0,42187.0,42187.0,42186.0,42186.0,42186.0,42189.0,42187.0,42187.0,42188.0,42187.0,42187.0,42187.0,42187.0,42187.0,42187.0,42187.0,42187.0,42187.0,37327.0,21329.0,21329.0,21329.0,21329.0,21329.0,21329.0,21329.0,21329.0,21329.0,21797.0,21329.0,21329.0,21329.0,21294.0,21329.0,21329.0,21329.0,21329.0,22240.0
sphinx3_1339B,139838.0,126732.0,126685.0,126700.0,126677.0,126718.0,126683.0,126676.0,126723.0,126786.0,126732.0,126732.0,126786.0,126689.0,126732.0,126736.0,126736.0,126729.0,126728.0,126732.0,126732.0,126732.0,119793.0,135493.0,135440.0,135777.0,135438.0,135493.0,135495.0,135495.0,135725.0,85774.0,83861.0,135725.0,135725.0,85612.0,84059.0,135725.0,135725.0,135725.0,135799.0,90724.0
astar_313B,710052.0,810157.0,813371.0,802147.0,806073.0,806893.0,817312.0,813468.0,799354.0,881853.0,814696.0,816735.0,824851.0,807710.0,808808.0,809750.0,809750.0,810157.0,810157.0,810157.0,810157.0,810157.0,866231.0,991764.0,978845.0,915902.0,991764.0,971476.0,1007740.0,999135.0,702924.0,995794.0,1012454.0,702797.0,702928.0,970803.0,989288.0,702797.0,702802.0,954517.0,702771.0,851582.0
cactusADM_1039B,99168.0,100063.0,100086.0,100086.0,100086.0,100086.0,100086.0,100086.0,100086.0,100945.0,100063.0,100063.0,100063.0,100063.0,100063.0,100063.0,100063.0,100063.0,100063.0,100063.0,100063.0,100063.0,125907.0,99134.0,99177.0,99122.0,99122.0,99134.0,99127.0,99127.0,99122.0,103275.0,110344.0,99122.0,99122.0,100058.0,109183.0,99122.0,99122.0,99122.0,99142.0,106093.0
sphinx3_883B,161921.0,143789.0,143879.0,143872.0,143862.0,143873.0,143883.0,143877.0,143859.0,144507.0,143789.0,143789.0,144474.0,143789.0,143789.0,143793.0,143793.0,143789.0,143789.0,143789.0,143789.0,143789.0,144928.0,132160.0,132075.0,157169.0,138372.0,132183.0,132179.0,132310.0,156840.0,131013.0,126222.0,156840.0,156840.0,131899.0,127693.0,156840.0,156625.0,156547.0,156945.0,136718.0
perlbench_105B,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0
leslie3d_1186B,206164.0,207677.0,206476.0,206493.0,206347.0,206486.0,206462.0,206465.0,206476.0,218527.0,206417.0,206417.0,211661.0,209323.0,208315.0,207689.0,207689.0,207677.0,207677.0,207677.0,207677.0,207677.0,213927.0,188473.0,189281.0,200850.0,187626.0,187705.0,188648.0,189207.0,195831.0,195299.0,203528.0,188552.0,200164.0,194128.0,193150.0,188552.0,188242.0,188330.0,202855.0,196707.0
omnetpp_17B,307970.0,195948.0,199854.0,194538.0,196080.0,194655.0,201513.0,204800.0,199412.0,199830.0,195948.0,195948.0,195909.0,195883.0,195948.0,195948.0,195948.0,195948.0,195948.0,195948.0,195948.0,195948.0,213476.0,157829.0,157585.0,306539.0,160342.0,157355.0,159690.0,159881.0,306497.0,188443.0,242267.0,306497.0,306497.0,168125.0,210674.0,306497.0,306497.0,306498.0,306497.0,175884.0
zeusmp_600B,31304.0,35068.0,35068.0,35068.0,35068.0,35068.0,35068.0,35068.0,35068.0,35068.0,35068.0,35068.0,35068.0,35068.0,35068.0,35068.0,35068.0,35068.0,35068.0,35068.0,35068.0,35068.0,39356.0,31308.0,31308.0,31308.0,31308.0,31308.0,31308.0,31308.0,31308.0,32128.0,34733.0,31308.0,31308.0,31309.0,34119.0,31308.0,31308.0,31308.0,31308.0,32376.0
gcc_56B,7065.0,22772.0,22959.0,22249.0,22524.0,22966.0,23320.0,23185.0,22731.0,23723.0,22606.0,22483.0,23427.0,23126.0,22995.0,22835.0,22835.0,22772.0,22772.0,22772.0,22772.0,22772.0,7069.0,7065.0,7065.0,7065.0,7065.0,7065.0,7065.0,7065.0,7065.0,7065.0,7066.0,7065.0,7065.0,7065.0,7065.0,7065.0,7065.0,7065.0,7065.0,7092.0
perlbench_53B,21788.0,44320.0,44318.0,44323.0,44322.0,44328.0,44326.0,44324.0,44328.0,44784.0,44320.0,44320.0,44330.0,44320.0,44320.0,44324.0,44324.0,44320.0,44320.0,44320.0,44320.0,44320.0,35443.0,21127.0,21127.0,21127.0,21127.0,21127.0,21127.0,21127.0,21127.0,21127.0,22013.0,21127.0,21127.0,21127.0,21341.0,21127.0,21127.0,21127.0,21127.0,22163.0
cactusADM_734B,99042.0,99213.0,99213.0,99213.0,99213.0,99213.0,99213.0,99213.0,99213.0,101038.0,99213.0,99213.0,99212.0,99213.0,99213.0,99213.0,99213.0,99213.0,99213.0,99213.0,99213.0,99213.0,126774.0,99902.0,100226.0,99899.0,100051.0,99955.0,99864.0,99864.0,99045.0,104163.0,110055.0,99045.0,99045.0,102972.0,109707.0,99045.0,99064.0,99015.0,99863.0,106568.0
lbm_94B,331605.0,399340.0,399105.0,395813.0,395737.0,397631.0,397542.0,400542.0,396972.0,537730.0,395712.0,387957.0,498346.0,400319.0,399049.0,399340.0,399340.0,399340.0,399340.0,399340.0,399340.0,399340.0,511987.0,495521.0,497243.0,403215.0,435416.0,495331.0,491377.0,491487.0,371289.0,516765.0,532237.0,330652.0,378804.0,515559.0,529734.0,345718.0,348563.0,357246.0,338822.0,433451.0
mcf_46B,1007963.0,1173803.0,1180983.0,1181257.0,1196642.0,1187251.0,1177662.0,1191024.0,1179804.0,1195268.0,1180436.0,1179506.0,1212744.0,1185598.0,1179784.0,1173946.0,1173946.0,1173803.0,1173803.0,1173803.0,1173803.0,1173803.0,1147002.0,1073280.0,1091659.0,1019944.0,1020302.0,1087312.0,1064879.0,1065111.0,999279.0,1100170.0,1211802.0,1019845.0,997695.0,1101738.0,1196866.0,1020235.0,1019689.0,1032313.0,1019716.0,1063799.0
calculix_3812B,8973.0,30234.0,30234.0,30234.0,30234.0,30234.0,30234.0,30234.0,30234.0,30234.0,30234.0,30234.0,30234.0,30234.0,30234.0,30234.0,30234.0,30234.0,30234.0,30234.0,30234.0,30234.0,29344.0,8973.0,8973.0,8973.0,8973.0,8973.0,8973.0,8973.0,8973.0,8973.0,11290.0,8973.0,8973.0,8973.0,8973.0,8973.0,8973.0,8973.0,8973.0,10441.0
libquantum_1735B,264072.0,377553.0,377553.0,377553.0,377553.0,377553.0,377553.0,377553.0,377553.0,387655.0,377553.0,377553.0,387580.0,383659.0,377553.0,377553.0,377553.0,377553.0,377553.0,377553.0,377553.0,377553.0,387413.0,387052.0,387185.0,387052.0,264072.0,387109.0,387056.0,387060.0,386283.0,387552.0,387532.0,333380.0,387156.0,387072.0,387198.0,379508.0,264072.0,264072.0,264072.0,386160.0
